name	prize	type
Q02750	1	terminal
P45983	1	terminal
O43521	1	terminal
P10415	1	terminal
P42680	1	terminal
P27361	1	terminal
P04049	1	terminal
P46108	1	terminal
P31946	1	terminal
P01112	1	terminal
P23769	1	terminal
Q13905	1	terminal
P32927	1	terminal
Q9NSE2	1	terminal
Q05397	1	terminal
P18206	1	terminal
O60674	1	terminal
Q06124	1	terminal
P05771	1	terminal
P27986	1	terminal
P29353	1	terminal
P12931	1	terminal
P19793	1	terminal
P15498	1	terminal
P28482	1	terminal
O00459	1	terminal
P51692	1	terminal
O14508	1	terminal
P15976	1	terminal
Q07889	1	terminal
Q13153	1	terminal
P30273	1	terminal
P63104	1	terminal
Q92835	1	terminal
P17612	1	terminal
P31749	1	terminal
P08575	1	terminal
P29350	1	terminal
O00329	1	terminal
P26951	1	terminal
P42229	1	terminal
P10276	1	terminal
Q92934	1	terminal
P06239	1	terminal
P22681	1	terminal
Q99704	1	terminal
P49023	1	terminal
P08631	1	terminal
Q9UKJ0	1	terminal
P40763	1	terminal
O14543	1	terminal
P43405	1	terminal
P07332	1	terminal
P07948	1	terminal
P16220	1	terminal
P06241	1	terminal
